8.146089280609486449e-01 1.590222598788329778e-01 2.328969529143117001e-02 2.834578412429436881e-03 2.238731431444877210e-04 2.066521321333732866e-05 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.825077432188174531e-01 3.066541725579719491e-01 1.419514425245769484e-01 5.028323680171001980e-02 1.428294614716203031e-02 3.445467454259754179e-03 7.236087184253790165e-04 1.286751905149732605e-04 2.119356079070147553e-05 1.513825770764391230e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.234084310310641475e-01 3.010597199086147979e-01 2.045230376364116365e-01 1.056676260682762186e-01 4.427686840200906193e-02 1.515256758855942042e-02 4.432864830458706912e-03 1.136632007809924849e-03 2.740546063275040760e-04 5.683160039049624246e-05 8.840471171854970522e-06 2.525848906244277292e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.536498393432636833e-01 2.750498704031647534e-01 2.239659641270181356e-01 1.382779572216075725e-01 6.810425051134469387e-02 2.740855688235641074e-02 9.614122864782284963e-03 2.891700866667549445e-03 7.885362479880287127e-04 1.950272857619246634e-04 3.732003616431891683e-05 1.565033774632728868e-05 1.203872134332868230e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.200438096488662731e-01 2.551452462949809763e-01 2.266665870851065079e-01 1.551016753907951962e-01 8.384832550449734800e-02 3.784580674811839629e-02 1.457058784908948738e-02 4.801155524253475360e-03 1.477829572109846425e-03 3.688605313262863965e-04 8.952925517628310148e-05 2.745563825406015229e-05 9.549787218803530643e-06 3.581170207051323991e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.030363831086048343e-01 2.391100727854059693e-01 2.250267143667525893e-01 1.637737595958844994e-01 9.519069440563382445e-02 4.556493539980403795e-02 1.874143251369298629e-02 6.641713269394750041e-03 2.107166885938348885e-03 6.092434707209341089e-04 1.523108676802335272e-04 3.238105060918350435e-05 1.079368353639450145e-05 2.398596341421000322e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.942269331654727649e-01 2.276254695404333339e-01 2.221522803142794711e-01 1.680667801578163423e-01 1.026736468959284498e-01 5.141656527774925156e-02 2.179005909352870959e-02 8.254487592292105574e-03 2.787339413849222909e-03 7.345914016559719787e-04 2.017709935469528409e-04 5.920226756766879309e-05 7.249257253183934090e-06 2.416419084394644555e-06 1.208209542197322278e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.889797032545055822e-01 2.198085757758630188e-01 2.184987924287178085e-01 1.708067653370121397e-01 1.074560947156974478e-01 5.575025491811405609e-02 2.463984018194971537e-02 9.536936502437788621e-03 3.230390890762844646e-03 9.535712405851670855e-04 2.509398001539913411e-04 6.732531223643670789e-05 1.958554537787249444e-05 0.000000000000000000e+00 1.224096586117030902e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.860894631540952748e-01 2.135463632879315288e-01 2.156785647394162120e-01 1.720075067383271539e-01 1.108868792087411570e-01 5.932332682964343296e-02 2.693966452867680578e-02 1.027153008711140583e-02 3.682667893809173521e-03 1.159748898858732613e-03 3.175355273880594133e-04 7.814350869315525344e-05 1.364410469245567834e-05 3.721119461578821250e-06 1.240373153859607083e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.861760446899870802e-01 2.088023600894703957e-01 2.114711500663743748e-01 1.727165518982318182e-01 1.137268741499118940e-01 6.150022417835805666e-02 2.825400852254530970e-02 1.147516895010430339e-02 4.114332218511732205e-03 1.273483781920297991e-03 3.629554368589409325e-04 9.042488392333476851e-05 3.139752914004679255e-05 5.023604662407487046e-06 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
