1.000e-03	2.275e+05	
1.103e-03	1.803e+05	
1.217e-03	1.429e+05	
1.2171e-03	5.252e+05	
1.232e-03	5.607e+05	
1.248e-03	5.988e+05	
1.2481e-03	8.018e+05	
1.328e-03	7.323e+05	
1.414e-03	6.690e+05	
1.4141e-03	7.574e+05	
1.500e-03	6.595e+05	
2.000e-03	3.263e+05	
3.000e-03	1.154e+05	
4.000e-03	5.379e+04	
5.000e-03	2.943e+04	
6.000e-03	1.786e+04	
8.000e-03	8.048e+03	
1.000e-02	4.306e+03	
1.110e-02	3.206e+03	
1.110e-02	2.371e+04	
1.500e-02	1.090e+04	
2.000e-02	4.996e+03	
3.000e-02	1.610e+03	
4.000e-02	7.045e+02	
5.000e-02	3.670e+02	
6.000e-02	2.140e+02	
8.000e-02	9.061e+01	
1.000e-01	4.624e+01	
1.500e-01	1.356e+01	
2.000e-01	5.706e+00	
3.000e-01	1.733e+00	
4.000e-01	7.731e-01	
5.000e-01	4.270e-01	
6.000e-01	2.699e-01	
8.000e-01	1.379e-01	
1.000e+00	8.585e-02	
1.022e+00	8.158e-02	
1.250e+00	5.512e-02	
1.500e+00	3.968e-02	
2.000e+00	2.437e-02	
2.044e+00	2.353e-02	
3.000e+00	1.314e-02	
4.000e+00	8.813e-03	
5.000e+00	6.576e-03	
6.000e+00	5.225e-03	
7.000e+00	4.325e-03	
8.000e+00	3.685e-03	
9.000e+00	3.208e-03	
1.000e+01	2.839e-03	
1.100e+01	2.545e-03	
1.200e+01	2.306e-03	
1.300e+01	2.107e-03	
1.400e+01	1.940e-03	
1.500e+01	1.797e-03	
1.600e+01	1.674e-03	
1.800e+01	1.471e-03	
2.000e+01	1.312e-03	
2.200e+01	1.184e-03	
2.400e+01	1.079e-03	
2.600e+01	9.909e-04	
2.800e+01	9.160e-04	
3.000e+01	8.516e-04	
4.000e+01	6.300e-04	
5.000e+01	4.998e-04	
6.000e+01	4.142e-04	
8.000e+01	3.085e-04	
1.000e+02	2.457e-04	
1.500e+02	1.629e-04	
2.000e+02	1.218e-04	
3.000e+02	8.098e-05	
4.000e+02	6.065e-05	
5.000e+02	4.848e-05	
6.000e+02	4.037e-05	
8.000e+02	3.026e-05	
1.000e+03	2.420e-05	
1.500e+03	1.612e-05	
2.000e+03	1.209e-05	
3.000e+03	8.056e-06	
4.000e+03	6.041e-06	
5.000e+03	4.833e-06	
6.000e+03	4.027e-06	
8.000e+03	3.020e-06	
1.000e+04	2.416e-06	
1.500e+04	1.611e-06	
2.000e+04	1.208e-06	
3.000e+04	8.052e-07	
4.000e+04	6.039e-07	
5.000e+04	4.831e-07	
6.000e+04	4.026e-07	
8.000e+04	3.019e-07	
1.000e+05	2.416e-07
